years_experience,education,job_title,location,company_size,salary,skill_score
5.2,Bachelor,Lead,Delhi,Medium,92165.0,26.6
7.5,Bachelor,Senior Developer,Bangalore,Small,59814.0,53.3
4.1,High School,Junior Developer,Mumbai,Medium,45290.0,45.5
2.5,High School,Developer,Remote,Small,22782.0,34.2
3.7,Bachelor,Senior Developer,Delhi,Medium,69307.0,40.5
1.3,High School,Manager,Delhi,Medium,73842.0,35.8
0.9,High School,Senior Developer,Pune,Medium,50377.0,40.3
2.0,Master,Developer,Pune,Small,67024.0,20.3
9.1,High School,Analyst,Remote,Large,67677.0,54.9
2.1,Bachelor,Senior Developer,Delhi,Medium,61734.0,51.4
0.6,Bachelor,Developer,Mumbai,Large,56099.0,46.0
2.9,Bachelor,Analyst,Hyderabad,Medium,70150.0,47.2
2.1,Bachelor,Junior Developer,Remote,Medium,30983.0,41.7
7.1,Bachelor,Analyst,Remote,Medium,61099.0,67.8
8.6,Bachelor,Lead,Pune,Small,90775.0,75.0
2.4,Master,Manager,Mumbai,Small,92752.0,35.9
4.1,Master,Analyst,Remote,Medium,72735.0,32.6
4.3,High School,Lead,Mumbai,Small,81657.0,40.2
3.2,High School,Lead,Remote,Large,78371.0,70.6
2.8,Master,Lead,Pune,Small,71935.0,22.7
1.5,Bachelor,Analyst,Hyderabad,Medium,56743.0,29.8
0.5,Bachelor,Developer,Pune,Medium,38917.0,17.4
1.5,Bachelor,Developer,Remote,Medium,58047.0,35.7
3.1,High School,Manager,Mumbai,Medium,86796.0,27.3
0.8,Bachelor,Developer,Bangalore,Small,50595.0,31.3
3.9,Bachelor,Data Scientist,Pune,Medium,94504.0,22.2
3.5,Bachelor,Developer,Mumbai,Medium,54686.0,46.7
2.1,Bachelor,Developer,Pune,Medium,43642.0,48.5
2.7,Master,Developer,Remote,Medium,59986.0,34.3
1.0,Bachelor,Junior Developer,Mumbai,Large,51018.0,31.6
6.0,High School,Manager,Hyderabad,Large,96320.0,46.4
5.9,Bachelor,Data Scientist,Mumbai,Medium,101857.0,49.5
1.2,Master,Developer,Delhi,Medium,60055.0,33.2
1.2,Master,Manager,Bangalore,Medium,98600.0,41.3
1.5,Bachelor,Senior Developer,Remote,Medium,62249.0,46.8
5.0,High School,Junior Developer,Mumbai,Large,62422.0,36.9
4.3,Master,Analyst,Remote,Small,56258.0,39.8
6.8,Bachelor,Developer,Pune,Medium,43028.0,59.4
7.4,High School,Data Scientist,Pune,Medium,85567.0,38.0
0.7,Bachelor,Junior Developer,Mumbai,Medium,55303.0,12.4
4.8,Bachelor,Data Scientist,Delhi,Medium,92171.0,46.7
7.2,Bachelor,Analyst,Mumbai,Medium,68278.0,56.6
2.5,Bachelor,Analyst,Hyderabad,Medium,51920.0,30.3
3.3,Bachelor,Junior Developer,Delhi,Large,64556.0,34.1
2.9,Master,Senior Developer,Remote,Medium,76932.0,31.1
3.0,Master,Manager,Mumbai,Small,90994.0,30.3
6.0,Master,Junior Developer,Remote,Small,66580.0,54.9
10.2,PhD,Lead,Bangalore,Small,97826.0,48.8
8.3,High School,Analyst,Delhi,Medium,77800.0,52.2
2.2,Bachelor,Senior Developer,Mumbai,Medium,70654.0,27.5
4.1,Bachelor,Analyst,Bangalore,Small,41515.0,27.7
1.7,Master,Lead,Mumbai,Medium,87966.0,43.8
1.8,Bachelor,Senior Developer,Hyderabad,Medium,74276.0,30.2
3.2,PhD,Analyst,Pune,Small,68480.0,41.5
1.8,Bachelor,Lead,Remote,Medium,61802.0,20.3
2.0,Master,Lead,Mumbai,Large,98684.0,28.6
4.0,High School,Analyst,Delhi,Medium,48143.0,49.6
4.8,High School,Analyst,Mumbai,Medium,62535.0,70.3
4.7,Master,Data Scientist,Mumbai,Medium,106587.0,24.3
4.7,High School,Junior Developer,Mumbai,Medium,36950.0,42.1
1.1,Master,Junior Developer,Mumbai,Medium,52554.0,37.4
1.7,High School,Senior Developer,Delhi,Medium,63453.0,28.9
3.4,Bachelor,Manager,Delhi,Large,93929.0,48.7
6.9,Bachelor,Analyst,Mumbai,Large,74143.0,42.0
13.9,Bachelor,Data Scientist,Pune,Medium,95370.0,73.2
4.2,Bachelor,Junior Developer,Mumbai,Small,47216.0,37.4
5.6,Bachelor,Junior Developer,Remote,Medium,53673.0,59.0
0.9,High School,Data Scientist,Remote,Medium,61328.0,25.9
5.5,High School,Developer,Delhi,Medium,50041.0,43.0
11.6,Bachelor,Data Scientist,Remote,Small,100417.0,74.3
1.7,Bachelor,Junior Developer,Remote,Small,25608.0,24.8
2.1,Master,Manager,Hyderabad,Medium,81586.0,37.0
6.1,Bachelor,Developer,Mumbai,Small,56841.0,30.1
3.4,Bachelor,Lead,Mumbai,Medium,81917.0,29.3
0.4,Bachelor,Data Scientist,Mumbai,Medium,76120.0,35.0
2.2,High School,Lead,Mumbai,Medium,75617.0,26.7
8.6,Bachelor,Developer,Bangalore,Small,63914.0,50.4
2.7,PhD,Developer,Mumbai,Small,48734.0,43.0
2.7,Master,Developer,Delhi,Small,49179.0,32.3
5.8,Bachelor,Senior Developer,Delhi,Small,84140.0,55.6
4.3,Bachelor,Data Scientist,Bangalore,Medium,93267.0,45.1
2.5,Master,Analyst,Mumbai,Medium,79409.0,41.9
2.0,Bachelor,Manager,Pune,Small,85383.0,48.4
18.2,High School,Manager,Mumbai,Small,102537.0,87.8
7.7,High School,Lead,Delhi,Small,75773.0,68.5
4.7,Bachelor,Lead,Hyderabad,Large,98144.0,53.2
5.0,PhD,Analyst,Remote,Medium,87312.0,39.8
3.0,Bachelor,Lead,Hyderabad,Large,86424.0,51.9
4.3,High School,Data Scientist,Pune,Large,86976.0,45.5
2.8,High School,Junior Developer,Mumbai,Medium,36893.0,34.5
1.6,Master,Lead,Bangalore,Medium,88303.0,37.6
4.4,Master,Developer,Mumbai,Small,50452.0,54.3
2.6,Bachelor,Lead,Pune,Medium,70875.0,42.4
4.5,Bachelor,Developer,Pune,Small,43742.0,61.7
5.2,High School,Senior Developer,Remote,Large,62850.0,56.5
4.7,Master,Junior Developer,Pune,Small,47360.0,49.3
1.5,Master,Junior Developer,Hyderabad,Medium,54689.0,24.2
2.4,Bachelor,Analyst,Remote,Small,51018.0,35.4
2.6,Master,Data Scientist,Mumbai,Large,113794.0,38.5
6.5,Bachelor,Data Scientist,Mumbai,Medium,90290.0,56.5
6.3,High School,Manager,Bangalore,Medium,98281.0,55.3
1.8,Bachelor,Senior Developer,Pune,Medium,73109.0,37.1
1.0,High School,Analyst,Pune,Medium,51033.0,34.2
14.3,Bachelor,Data Scientist,Delhi,Medium,108829.0,80.1
4.6,Bachelor,Developer,Remote,Large,66753.0,35.2
0.9,Bachelor,Senior Developer,Delhi,Small,65296.0,49.7
2.1,Bachelor,Junior Developer,Remote,Large,63989.0,15.8
6.7,Bachelor,Developer,Hyderabad,Medium,72080.0,64.7
12.2,High School,Analyst,Remote,Large,77731.0,66.1
10.9,Bachelor,Analyst,Mumbai,Medium,85240.0,72.7
4.4,Bachelor,Senior Developer,Bangalore,Medium,84548.0,46.8
3.3,Bachelor,Junior Developer,Remote,Large,51610.0,43.4
1.3,Master,Data Scientist,Remote,Medium,85053.0,39.4
3.6,Master,Developer,Remote,Medium,62328.0,48.9
1.5,Master,Developer,Bangalore,Small,60197.0,31.2
2.4,Bachelor,Junior Developer,Pune,Small,44121.0,47.5
6.1,High School,Developer,Bangalore,Medium,50353.0,37.5
2.8,Bachelor,Data Scientist,Pune,Medium,70531.0,38.3
2.6,Bachelor,Data Scientist,Mumbai,Medium,88169.0,46.2
3.2,Bachelor,Data Scientist,Bangalore,Small,69053.0,49.6
15.7,High School,Junior Developer,Pune,Medium,51481.0,81.7
1.2,Master,Lead,Mumbai,Medium,78289.0,29.7
4.1,High School,Lead,Mumbai,Medium,76811.0,51.3
10.2,Master,Analyst,Pune,Large,106288.0,53.9
3.2,Master,Analyst,Pune,Medium,71711.0,57.1
7.6,Bachelor,Developer,Hyderabad,Small,54891.0,52.0
1.0,Master,Data Scientist,Mumbai,Large,112463.0,17.6
2.8,Bachelor,Developer,Pune,Medium,40244.0,26.5
1.7,Master,Junior Developer,Mumbai,Medium,63561.0,35.5
3.2,Bachelor,Developer,Bangalore,Small,46307.0,41.0
3.2,Master,Manager,Delhi,Medium,104928.0,59.3
3.5,Bachelor,Lead,Delhi,Small,67132.0,30.1
6.0,Master,Developer,Remote,Medium,60457.0,48.4
0.2,Bachelor,Developer,Pune,Small,38524.0,20.0
2.0,Bachelor,Senior Developer,Pune,Small,69194.0,31.1
3.9,Master,Developer,Mumbai,Small,65687.0,58.5
0.5,Master,Manager,Remote,Small,76938.0,20.1
5.2,Bachelor,Lead,Pune,Small,61672.0,51.5
2.0,High School,Senior Developer,Mumbai,Medium,46543.0,39.9
2.9,Bachelor,Junior Developer,Pune,Small,48329.0,38.5
6.2,PhD,Analyst,Mumbai,Medium,83759.0,53.8
7.8,Master,Junior Developer,Pune,Small,54996.0,41.8
5.3,Master,Lead,Hyderabad,Large,114170.0,62.5
1.2,High School,Analyst,Mumbai,Large,48489.0,52.8
5.1,Bachelor,Junior Developer,Hyderabad,Small,55138.0,45.8
5.4,Bachelor,Manager,Hyderabad,Medium,91771.0,70.4
4.7,Master,Developer,Hyderabad,Small,48211.0,40.1
8.7,High School,Lead,Hyderabad,Large,88421.0,60.1
3.6,Master,Analyst,Bangalore,Medium,69419.0,55.1
8.5,Bachelor,Senior Developer,Remote,Small,70527.0,50.9
8.4,High School,Developer,Delhi,Medium,50615.0,41.4
5.5,Bachelor,Junior Developer,Bangalore,Small,30707.0,30.4
4.2,Bachelor,Junior Developer,Pune,Medium,48635.0,63.2
4.7,Bachelor,Senior Developer,Pune,Medium,60548.0,38.8
9.9,High School,Manager,Remote,Medium,91435.0,57.8
6.9,High School,Senior Developer,Delhi,Medium,58303.0,39.6
1.3,Master,Lead,Delhi,Small,72696.0,43.4
4.5,High School,Senior Developer,Delhi,Small,54461.0,35.7
1.6,Bachelor,Junior Developer,Hyderabad,Small,34500.0,29.9
1.9,Bachelor,Manager,Bangalore,Large,100803.0,38.7
2.5,Bachelor,Manager,Pune,Small,82442.0,26.9
0.9,Master,Data Scientist,Bangalore,Medium,82537.0,30.9
1.5,Bachelor,Senior Developer,Bangalore,Medium,67485.0,48.5
9.0,Master,Lead,Bangalore,Small,66364.0,61.3
1.9,Bachelor,Junior Developer,Delhi,Medium,49779.0,37.0
6.1,High School,Developer,Remote,Medium,44793.0,50.4
3.8,High School,Manager,Remote,Medium,69732.0,37.5
5.0,Bachelor,Senior Developer,Delhi,Medium,76526.0,65.0
5.1,Bachelor,Data Scientist,Pune,Medium,96582.0,37.2
1.4,Master,Lead,Pune,Medium,80992.0,36.3
6.0,Bachelor,Lead,Pune,Medium,76441.0,49.2
1.1,Bachelor,Analyst,Remote,Medium,56520.0,43.4
1.8,High School,Junior Developer,Remote,Small,12915.0,46.4
5.1,Bachelor,Manager,Bangalore,Medium,89917.0,45.0
1.3,Bachelor,Junior Developer,Delhi,Small,46379.0,36.8
0.4,Bachelor,Data Scientist,Hyderabad,Small,69297.0,34.5
4.3,Bachelor,Developer,Bangalore,Medium,43564.0,20.2
0.7,High School,Developer,Mumbai,Large,38024.0,16.2
5.4,Bachelor,Developer,Remote,Large,67097.0,40.1
2.6,Master,Lead,Bangalore,Small,87099.0,32.2
4.3,Bachelor,Manager,Delhi,Medium,79659.0,30.9
4.2,Bachelor,Junior Developer,Mumbai,Medium,57998.0,50.1
5.7,PhD,Junior Developer,Bangalore,Small,77043.0,47.1
5.2,Bachelor,Data Scientist,Delhi,Medium,104503.0,43.5
1.3,Bachelor,Developer,Delhi,Medium,54250.0,21.3
2.7,High School,Manager,Remote,Large,89454.0,37.7
4.3,Bachelor,Manager,Hyderabad,Small,64535.0,16.6
8.6,High School,Data Scientist,Bangalore,Small,93998.0,54.2
5.2,PhD,Senior Developer,Delhi,Large,99796.0,46.2
8.1,Master,Manager,Pune,Medium,100732.0,56.7
4.4,Master,Manager,Delhi,Large,110758.0,27.6
7.0,Master,Junior Developer,Hyderabad,Small,69093.0,53.2
4.0,Bachelor,Data Scientist,Delhi,Medium,104664.0,31.6
6.8,Bachelor,Manager,Remote,Medium,94603.0,42.3
2.5,Master,Manager,Bangalore,Small,97985.0,44.7
9.2,PhD,Junior Developer,Remote,Medium,78746.0,77.7
4.8,Bachelor,Manager,Bangalore,Medium,86298.0,44.9
0.9,Master,Junior Developer,Mumbai,Small,59614.0,24.5
4.4,Bachelor,Senior Developer,Bangalore,Small,58823.0,45.1
5.2,Bachelor,Lead,Mumbai,Medium,98684.0,55.0
6.2,Bachelor,Analyst,Remote,Medium,75788.0,54.8
11.4,Bachelor,Junior Developer,Pune,Large,79712.0,91.6
2.2,High School,Junior Developer,Hyderabad,Medium,52032.0,29.4
11.4,Bachelor,Manager,Pune,Small,112659.0,66.7
3.3,Bachelor,Junior Developer,Mumbai,Large,61198.0,55.4
1.8,Bachelor,Data Scientist,Delhi,Large,86130.0,50.3
2.2,Bachelor,Developer,Delhi,Small,28486.0,17.1
5.0,PhD,Developer,Pune,Medium,94957.0,45.0
1.5,Bachelor,Senior Developer,Delhi,Small,53483.0,49.3
2.5,Bachelor,Junior Developer,Mumbai,Small,50080.0,66.4
4.3,High School,Data Scientist,Remote,Small,57670.0,49.9
9.2,High School,Manager,Hyderabad,Small,93706.0,53.9
6.1,Master,Manager,Bangalore,Large,111599.0,38.2
3.4,Bachelor,Analyst,Mumbai,Medium,56266.0,62.4
5.0,Master,Lead,Mumbai,Large,104332.0,52.3
4.0,High School,Senior Developer,Bangalore,Medium,58746.0,33.5
1.2,Bachelor,Data Scientist,Bangalore,Medium,87170.0,31.6
10.2,Bachelor,Data Scientist,Hyderabad,Medium,97989.0,63.7
9.3,Bachelor,Analyst,Hyderabad,Large,89622.0,63.3
3.1,High School,Analyst,Hyderabad,Medium,49872.0,30.3
2.3,High School,Manager,Delhi,Medium,73279.0,30.8
1.2,Bachelor,Lead,Mumbai,Large,83732.0,17.1
5.2,High School,Manager,Remote,Small,86760.0,56.0
5.2,PhD,Lead,Bangalore,Medium,107201.0,42.2
1.7,Bachelor,Developer,Mumbai,Large,48530.0,39.8
4.0,High School,Data Scientist,Mumbai,Large,84838.0,56.2
5.9,High School,Analyst,Hyderabad,Small,48575.0,49.9
2.2,Bachelor,Developer,Hyderabad,Medium,67163.0,35.5
2.9,High School,Manager,Mumbai,Medium,90030.0,40.6
2.8,Master,Senior Developer,Hyderabad,Small,61226.0,39.0
1.8,PhD,Junior Developer,Delhi,Medium,86947.0,47.9
2.9,Bachelor,Senior Developer,Bangalore,Small,60551.0,41.8
0.7,Bachelor,Senior Developer,Mumbai,Medium,77371.0,26.7
2.7,High School,Junior Developer,Bangalore,Medium,31160.0,48.6
2.7,Bachelor,Data Scientist,Delhi,Medium,65215.0,50.4
3.2,Bachelor,Developer,Hyderabad,Medium,43133.0,26.2
4.7,Bachelor,Developer,Pune,Medium,30397.0,59.4
1.1,Bachelor,Data Scientist,Delhi,Small,88097.0,36.9
1.3,Bachelor,Junior Developer,Pune,Small,36316.0,36.7
1.7,Bachelor,Lead,Bangalore,Small,61003.0,45.2
1.0,High School,Senior Developer,Mumbai,Small,51621.0,27.3
5.1,Bachelor,Manager,Hyderabad,Medium,94715.0,54.8
2.1,Bachelor,Developer,Delhi,Medium,58167.0,32.5
3.3,Master,Data Scientist,Hyderabad,Small,94276.0,25.2
1.6,High School,Manager,Pune,Small,62881.0,24.8
2.5,Master,Analyst,Pune,Medium,62961.0,43.2
4.2,Bachelor,Junior Developer,Remote,Medium,55022.0,33.1
4.3,High School,Manager,Mumbai,Large,101019.0,59.0
1.4,Bachelor,Manager,Pune,Medium,85606.0,46.1
3.1,Bachelor,Senior Developer,Mumbai,Medium,89620.0,52.6
1.6,Master,Junior Developer,Remote,Small,39697.0,36.0
3.0,High School,Manager,Delhi,Medium,72801.0,41.6
1.9,Bachelor,Developer,Remote,Small,42145.0,23.8
10.7,Bachelor,Junior Developer,Mumbai,Small,52000.0,72.1
5.9,PhD,Developer,Pune,Small,72764.0,51.5
4.5,Bachelor,Data Scientist,Bangalore,Medium,82336.0,49.2
2.7,PhD,Data Scientist,Mumbai,Medium,103198.0,55.0
6.0,Master,Analyst,Hyderabad,Small,83127.0,41.9
3.2,Bachelor,Lead,Bangalore,Medium,78155.0,38.3
10.0,Master,Data Scientist,Mumbai,Medium,104609.0,63.3
6.4,PhD,Manager,Hyderabad,Medium,125165.0,39.8
2.5,Bachelor,Junior Developer,Remote,Small,26592.0,35.6
9.2,Bachelor,Data Scientist,Bangalore,Medium,92856.0,62.5
2.7,Bachelor,Developer,Mumbai,Large,71012.0,34.8
11.1,Bachelor,Manager,Delhi,Small,103707.0,76.4
9.5,High School,Data Scientist,Remote,Small,83764.0,43.4
4.2,Bachelor,Senior Developer,Hyderabad,Small,55422.0,53.8
0.8,Bachelor,Developer,Delhi,Small,45368.0,39.0
3.9,Bachelor,Analyst,Pune,Medium,59071.0,36.0
1.2,High School,Analyst,Remote,Large,50555.0,24.4
2.0,Master,Analyst,Remote,Large,86626.0,15.2
2.1,Master,Developer,Mumbai,Small,50804.0,28.3
1.2,High School,Analyst,Mumbai,Medium,53626.0,44.1
3.9,Bachelor,Lead,Hyderabad,Medium,82045.0,41.1
1.8,Bachelor,Senior Developer,Remote,Medium,55034.0,47.0
2.8,PhD,Lead,Mumbai,Medium,109329.0,32.2
2.1,High School,Data Scientist,Pune,Small,65682.0,43.4
4.7,Bachelor,Senior Developer,Mumbai,Medium,59510.0,36.9
4.5,Master,Developer,Remote,Medium,66219.0,33.8
2.6,Master,Lead,Bangalore,Medium,84016.0,36.7
4.9,Master,Manager,Delhi,Medium,112577.0,38.1
7.6,Master,Senior Developer,Remote,Small,63637.0,37.4
0.3,High School,Developer,Pune,Small,24748.0,29.1
2.0,Bachelor,Junior Developer,Remote,Large,56896.0,37.1
1.5,Bachelor,Senior Developer,Pune,Medium,65435.0,47.2
1.9,High School,Senior Developer,Remote,Large,69904.0,45.1
0.3,Master,Data Scientist,Delhi,Small,67453.0,43.1
0.3,High School,Manager,Delhi,Medium,87815.0,38.1
2.2,Bachelor,Data Scientist,Pune,Medium,85601.0,39.9
2.2,Master,Analyst,Remote,Large,88278.0,24.3
8.4,High School,Senior Developer,Delhi,Small,67794.0,56.7
3.7,PhD,Senior Developer,Hyderabad,Small,80307.0,47.1
4.8,PhD,Analyst,Remote,Medium,72326.0,59.0
27.2,Bachelor,Manager,Delhi,Large,143892.0,100.0
10.1,High School,Manager,Bangalore,Large,117917.0,72.7
3.2,Bachelor,Lead,Bangalore,Large,102484.0,29.3
2.4,Bachelor,Developer,Hyderabad,Large,57843.0,33.9
2.1,Bachelor,Developer,Delhi,Small,20654.0,40.6
4.3,Bachelor,Lead,Bangalore,Small,71898.0,54.5
2.4,PhD,Developer,Remote,Small,57498.0,35.7
1.2,High School,Senior Developer,Mumbai,Medium,56402.0,32.8
2.1,Master,Lead,Delhi,Large,102428.0,43.2
4.3,High School,Lead,Hyderabad,Large,88610.0,31.6
5.4,Bachelor,Developer,Delhi,Small,57722.0,62.3
10.7,Master,Junior Developer,Pune,Medium,76966.0,53.3
3.6,Bachelor,Developer,Pune,Large,49794.0,21.6
7.9,High School,Data Scientist,Bangalore,Medium,83070.0,53.8
2.9,Bachelor,Junior Developer,Pune,Small,56233.0,55.7
3.2,Master,Lead,Hyderabad,Medium,92394.0,45.5
3.0,Bachelor,Junior Developer,Bangalore,Medium,53943.0,46.5
3.9,Bachelor,Senior Developer,Hyderabad,Medium,73676.0,42.1
6.1,Bachelor,Manager,Remote,Medium,95523.0,46.8
2.3,PhD,Junior Developer,Hyderabad,Small,38535.0,21.5
1.5,Master,Data Scientist,Pune,Large,98084.0,11.9
6.5,Bachelor,Manager,Remote,Medium,92697.0,51.5
6.1,Master,Senior Developer,Pune,Medium,94452.0,61.4
8.8,Bachelor,Data Scientist,Hyderabad,Large,105981.0,59.8
2.0,Bachelor,Analyst,Pune,Small,35828.0,42.2
2.8,High School,Manager,Pune,Small,71041.0,54.2
6.6,Bachelor,Analyst,Pune,Large,71769.0,53.1
2.3,Bachelor,Senior Developer,Delhi,Small,48866.0,35.7
5.3,High School,Manager,Remote,Medium,73927.0,37.7
2.9,Bachelor,Manager,Remote,Small,80140.0,58.9
4.2,Master,Developer,Remote,Small,63470.0,47.9
1.2,Bachelor,Data Scientist,Hyderabad,Medium,84263.0,24.2
3.6,Bachelor,Data Scientist,Mumbai,Small,83256.0,29.1
7.5,Master,Junior Developer,Hyderabad,Medium,71784.0,65.0
5.8,High School,Analyst,Remote,Medium,55411.0,37.0
1.4,Bachelor,Analyst,Bangalore,Large,76375.0,52.7
10.2,Master,Data Scientist,Pune,Medium,88050.0,33.0
7.2,Bachelor,Data Scientist,Pune,Small,82289.0,65.8
1.2,Bachelor,Manager,Mumbai,Large,90041.0,38.5
2.1,High School,Analyst,Bangalore,Medium,61503.0,37.5
1.3,Master,Lead,Delhi,Medium,85423.0,32.1
4.3,Bachelor,Developer,Hyderabad,Large,66848.0,61.8
2.1,Master,Junior Developer,Delhi,Medium,46159.0,43.4
0.4,Bachelor,Developer,Bangalore,Medium,58935.0,22.2
3.2,Bachelor,Junior Developer,Mumbai,Medium,57419.0,22.4
6.3,Master,Senior Developer,Bangalore,Small,82056.0,50.7
3.6,Bachelor,Manager,Mumbai,Small,76696.0,40.8
4.9,Bachelor,Data Scientist,Delhi,Medium,82611.0,29.5
3.9,Bachelor,Data Scientist,Delhi,Small,78589.0,41.1
5.6,Master,Lead,Bangalore,Small,80644.0,41.1
4.1,Bachelor,Analyst,Bangalore,Small,59679.0,42.4
3.0,Bachelor,Analyst,Pune,Medium,43713.0,46.3
3.6,High School,Developer,Mumbai,Medium,44300.0,55.7
9.0,Master,Developer,Pune,Medium,89374.0,66.1
5.1,High School,Developer,Hyderabad,Medium,51716.0,38.1
1.4,Bachelor,Analyst,Hyderabad,Medium,60134.0,37.9
3.5,Bachelor,Data Scientist,Bangalore,Medium,102882.0,41.1
4.3,Bachelor,Analyst,Delhi,Medium,46912.0,29.6
2.9,Bachelor,Developer,Hyderabad,Medium,47278.0,42.7
0.4,High School,Manager,Hyderabad,Large,80591.0,49.8
1.6,Bachelor,Junior Developer,Pune,Large,62067.0,35.1
2.4,Master,Data Scientist,Pune,Large,108805.0,21.3
11.0,Master,Manager,Hyderabad,Large,118072.0,63.3
4.8,High School,Senior Developer,Bangalore,Medium,72584.0,32.3
0.7,Master,Manager,Pune,Medium,90173.0,40.7
3.1,Bachelor,Manager,Hyderabad,Medium,98893.0,44.5
8.1,Master,Senior Developer,Delhi,Medium,81939.0,52.6
2.0,Bachelor,Manager,Pune,Large,95014.0,32.7
6.8,Bachelor,Junior Developer,Hyderabad,Medium,52679.0,48.3
0.7,Master,Data Scientist,Mumbai,Large,110848.0,32.2
0.1,Master,Lead,Pune,Medium,78018.0,22.6
7.5,Bachelor,Analyst,Mumbai,Large,83660.0,38.6
2.3,Bachelor,Senior Developer,Pune,Medium,70654.0,48.3
2.4,Bachelor,Data Scientist,Pune,Medium,86162.0,33.3
3.8,Bachelor,Developer,Remote,Medium,59696.0,43.1
4.6,Bachelor,Junior Developer,Remote,Medium,50889.0,46.7
0.2,Bachelor,Lead,Mumbai,Large,83054.0,33.8
1.9,Master,Junior Developer,Bangalore,Small,46002.0,24.0
3.5,High School,Junior Developer,Hyderabad,Medium,40205.0,23.7
4.6,Bachelor,Developer,Bangalore,Medium,61197.0,37.9
1.4,High School,Lead,Bangalore,Large,76623.0,38.2
2.8,Bachelor,Analyst,Remote,Medium,58754.0,31.1
2.0,High School,Junior Developer,Hyderabad,Small,14862.0,32.5
3.9,Bachelor,Developer,Remote,Medium,58139.0,63.0
7.3,Master,Senior Developer,Remote,Medium,86049.0,33.4
2.5,Master,Developer,Remote,Small,58015.0,29.9
0.9,Bachelor,Manager,Delhi,Medium,85801.0,51.7
1.8,Bachelor,Data Scientist,Bangalore,Large,79693.0,35.0
10.1,Bachelor,Developer,Bangalore,Large,77332.0,53.2
1.6,Master,Developer,Bangalore,Small,51601.0,46.5
1.1,Master,Developer,Delhi,Large,77143.0,33.9
2.4,Bachelor,Analyst,Pune,Medium,43238.0,33.7
3.1,Bachelor,Junior Developer,Mumbai,Small,42529.0,41.2
2.1,Master,Analyst,Mumbai,Small,67309.0,29.7
0.8,High School,Lead,Delhi,Small,50308.0,22.2
4.2,Bachelor,Developer,Bangalore,Large,68997.0,41.5
3.9,Master,Developer,Mumbai,Small,53784.0,31.6
5.5,Master,Manager,Delhi,Small,89163.0,46.6
3.9,Bachelor,Manager,Remote,Medium,84533.0,45.2
9.6,Bachelor,Senior Developer,Hyderabad,Medium,76514.0,67.3
5.8,Bachelor,Senior Developer,Mumbai,Medium,83069.0,58.7
5.0,Bachelor,Manager,Hyderabad,Medium,87120.0,40.9
7.5,Bachelor,Lead,Bangalore,Small,72777.0,57.5
3.7,Bachelor,Senior Developer,Mumbai,Large,97543.0,46.0
2.9,Master,Data Scientist,Delhi,Small,92486.0,42.0
4.2,Master,Data Scientist,Pune,Medium,80508.0,37.8
0.4,High School,Lead,Mumbai,Medium,60682.0,20.9
3.7,Bachelor,Manager,Mumbai,Small,85340.0,46.1
3.1,Bachelor,Senior Developer,Mumbai,Large,84790.0,22.2
4.5,Bachelor,Developer,Mumbai,Medium,48076.0,40.8
6.8,Bachelor,Manager,Delhi,Small,96869.0,24.9
5.1,Bachelor,Senior Developer,Delhi,Large,90802.0,31.9
1.8,Master,Lead,Pune,Medium,89455.0,26.6
6.1,Bachelor,Data Scientist,Delhi,Medium,102054.0,59.3
9.7,Master,Lead,Delhi,Medium,107018.0,66.0
6.9,PhD,Senior Developer,Bangalore,Large,112389.0,45.2
1.0,High School,Lead,Bangalore,Small,69461.0,40.3
5.0,Bachelor,Senior Developer,Hyderabad,Small,71810.0,53.9
1.1,PhD,Senior Developer,Pune,Medium,77468.0,31.7
2.7,PhD,Lead,Bangalore,Small,95466.0,24.3
4.4,High School,Junior Developer,Pune,Medium,35486.0,41.1
4.0,High School,Developer,Pune,Medium,49033.0,41.0
6.8,High School,Manager,Mumbai,Small,83413.0,38.1
9.7,PhD,Data Scientist,Remote,Small,93332.0,62.8
4.8,High School,Developer,Remote,Medium,43625.0,47.2
2.5,Bachelor,Manager,Remote,Large,97122.0,42.0
0.4,Master,Manager,Pune,Medium,89310.0,34.0
8.0,High School,Data Scientist,Mumbai,Medium,89518.0,61.3
3.1,Bachelor,Developer,Hyderabad,Small,50647.0,37.5
3.2,Bachelor,Data Scientist,Hyderabad,Medium,84155.0,41.6
3.4,Master,Senior Developer,Remote,Small,68597.0,36.2
4.6,Bachelor,Data Scientist,Hyderabad,Medium,98267.0,38.0
4.7,Bachelor,Lead,Mumbai,Medium,89186.0,57.5
2.7,Bachelor,Junior Developer,Remote,Large,57007.0,17.7
3.1,Bachelor,Junior Developer,Mumbai,Medium,44535.0,48.1
2.0,High School,Junior Developer,Hyderabad,Medium,42368.0,29.8
1.8,Bachelor,Developer,Remote,Medium,51241.0,27.9
1.8,Bachelor,Developer,Mumbai,Large,74870.0,38.0
3.1,Master,Senior Developer,Delhi,Medium,80575.0,24.4
1.5,Master,Analyst,Delhi,Medium,55470.0,26.3
0.1,Bachelor,Junior Developer,Mumbai,Large,42599.0,21.8
2.5,Bachelor,Senior Developer,Mumbai,Small,66885.0,35.3
1.1,Bachelor,Analyst,Bangalore,Small,45638.0,25.3
3.6,Master,Junior Developer,Bangalore,Small,55694.0,56.8
2.0,Bachelor,Developer,Pune,Large,61914.0,54.0
4.7,Bachelor,Analyst,Remote,Small,51065.0,23.9
